"Images","Title","Description","Brand","Condition","Primary Color","Secondary Color","Tags","Sku","Category","Price","Status","Listed Date","Sold Date","Shipped Date","Listing Platforms","Sold Platform","Internal Notes","Price Sold","Cost of Goods","Marketplace Fees","Shipping Expenses","Labels","Quantity Left","Quantity Sold"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2e62c2be-fa9b-4851-991d-3bf79379aa72.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Universal Thread crochet yoke floral button cami tank top yellow L boho cottage","Boho floral button-front cami in sunny yellow with a white crochet yoke and straps. Relaxed, slightly blousy fit; lightweight 100% cotton feels soft and breathable. Easy cottagecore vibe, perfect for summer or layering. Ditzy floral pattern with functional front buttons. Condition: Gently used","Universal Thread","Pre-Owned - Excellent","Yellow","White","boho, cottagecore, crochet, floral, festival, summer top, ditsy print, button front, cami, tank","","Tops","16.99","Sold","2025-09-27","2025-10-26","","Depop","Depop","sleeve:
length:
p2p:
og tp: 5","5.1","1.24","0.85","0","raghouse, clothing, A8","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/cb2d0484-fe7e-431a-9e9b-3f6d856de980.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Harmony + Havoc rainbow smocked tube top Y2K festival crop","Rainbow stripe smocked strapless tube top with ruffle edges. Vibrant multicolor stripes and stretchy smocked fabric create a fitted, cropped silhouette perfect for festival, boho and Y2K aesthetics. Made of 100% rayon with a soft feel, this form-fitting top has a pull-on design and wavy lettuce hems. 

Gently used condition.

See photos for measurements.","Harmony + Havoc","Pre-Owned - Good","Red","Blue","rainbow, smocked, tube top, strapless, crop top, y2k, festival, boho, ruched, colorful, multicolor, retro, party top","","Tops","14","Active","2025-08-03","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 11","","1.24","","","A4, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/7aa6814b-4590-4710-abc3-81d86b80a22e.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","French Connection Turtleneck Sweater Gray Soft Knit Relaxed Fit Cozy Winter","Minimalist turtleneck sweater in soft gray with a relaxed, cozy fit. Ribbed tall neck and cuffs; soft knit fabric. Timeless comfortcore for fall/winter. Condition: excellent. See photos for measurements.","French Connection","Pre-Owned - Excellent","Gray","","","","Sweaters","14","Active","2025-10-11","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 18","","0","","","raghouse, A9, clothing, lucia, cog:1.79, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/df7114c4-b9e1-44b1-a924-83f0c0ba457f.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Unbranded Black Asymmetrical One-Shoulder Tank Top Fitted Cotton XS/S","A stylish one-shoulder asymmetrical tank top in solid black. Fitted, slightly cropped silhouette. Soft, stretchy cotton-blend fabric. Contemporary, casual style. Excellent pre-owned condition. No visible flaws.","Unbranded","Pre-Owned - Excellent","Black","","asymmetrical, black, one shoulder, fitted, tank, casual, summer, party","","Tops","23.99","Sold","2025-10-08","2025-10-11","","Depop","Depop","tp 7","8.93","0","0.3","0","raghouse, clothing, A9, lucia","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/639a56f6-c232-42cf-b3e8-4edb1548375f.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Willow Ridge Minimalist Vintage Blouse - Purple Short Sleeve Classic 90s","Minimalist vintage Willow Ridge blouse with a classic silhouette in a vibrant purple solid.

Boxy fit with short sleeves and a crew neckline in a lightweight woven fabric, styled for year-round versatility.

Condition: Excellent vintage; no visible flaws. See photos for details.

Measurements: See photos for full measurements

Open to offers! Happy to bundle. Ships next business day.","Willow Ridge","Pre-Owned - Excellent","Purple","","","","Tops","14","Active","2025-10-27","","","eBay, Etsy, Mercari, Depop, Poshmark","","og tp 2","","1.25","","","raghouse, clothing, Secretary Blouses, A10, 90days+, cog:1.25","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/396490ce-c6e3-4431-9be2-fce617556cec.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Ann Taylor L Minimalist Cardigan Brown Oversized Button Front Y2K","Minimalist Ann Taylor cardigan with button-front closure in warm brown/camel.

Oversized relaxed fit in soft brushed knit, styled for layering and all-season wear.

Size: L

Condition: Excellent, no visible flaws. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Ann Taylor","Pre-Owned - Excellent","Brown","","","","Sweaters","35","Active","2025-12-03","","","eBay, Mercari, Depop, Poshmark","","Cost: $5.14 | Mat: $0.23 | Ship: $0 | Target: $12.5 | Markup: { Etsy: 35% | eBay: 50% | Depop: 85% | Poshmark: 20% | Mercari: 20% }","","5.14","","","jennysweaters, clothing, raghouse, A14","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2f06f7cf-01b9-475c-875d-73fe0d7925f9.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Columbia XL Outdoor Full Zip Fleece Jacket Black Casual Athletic","Outdoor Columbia fleece jacket with full zip closure in solid black.

Regular fit in 100% polyester fleece, styled for casual wear and all-season layering.

Size: XL

Condition: Good; See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Columbia","Pre-Owned - Good","Black","Gray","fleece, outdoor, athletic, full zip, Columbia jacket, men's jacket, black fleece","","Coats, Jackets & Vests","27","Active","2026-01-19","","","eBay, Mercari, Depop, Poshmark","","","","4.24","","","cog:4.24, LLBeanColumbiaREI, A5, clothing, raghouse","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/5ba71334-6e65-4605-8aab-41fdb201f0ac.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","AUSTINS INC S/M 90s Sedona Fleece Olive Green Quarter Zip Pullover","90s Austin Inc. fleece pullover with Sedona script embroidery in olive green and cream.

Relaxed quarter-zip in soft high-pile fleece, styled for casual outdoor wear.

Size: S/M

Condition: Excellent; no visible flaws. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Next day shipping if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","Austins Inc.","Pre-Owned - Excellent","Green","Cream","","","Sweaters","37.99","Sold","2025-11-12","2025-11-16","","Depop","Depop","og tp 5","10.8","3.65","1.89","0","raghouse, clothing, A11, Vintage Fleece","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/07a0a939-db4a-4e27-a12f-55f9f7aaec10.png?width=1454&height=1454&fit=bounds&bg-color=fff&canvas=1454,1454","Angie Smocked Floral Blouse – Boho Puff Sleeve Peplum S","Lightweight 100% rayon with stretchy bodice, ruffled peplum hem, and flutter sleeves.
Excellent pre-owned condition. Size S.","Angie","Pre-Owned - Excellent","Blue","Red","bohostyle, summerblouse, cottagecorevibes, festivalfashion, floralfit","","Tops","14","Sold","2025-06-24","2026-03-03","","Depop","Depop","og tp: $7
price drop 7/22 -tp 5","8.19","1.24","1.59","0","raghouse, clothing, A2, cog:1.24, firstbox, 120days+, 5profit","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/51b6cafc-db13-4d4d-8053-f8f1069e4793.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Solitaire eyelet floral belted shirt dress pastel y2k cottagecore","Eyelet floral, cottagecore, pastel, belted, shirt dress, y2k. Soft cotton fabric with embroidered eyelet pattern and dreamy watercolor floral print. Features collared neckline, half sleeves with tabs and a removable belt for a flattering fit. Cottagecore vintage aesthetic reminiscent of early 2000s. 

Gently used vintage condition with minor signs of wear. 

Measurements approx: pit to pit 16"", length 33.5"", sleeve 12"".","Solitaire","Pre-Owned - Good","Yellow","Pink","eyelet floral dress, belted shirt dress, cottagecore, y2k, pastel, boho, vintage, collared dress, spring dress","","Dresses","14","Active","2025-08-04","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve: 12
length: 33.5
p2p: 16
og tp: 23","","0","","","A4, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/c6a75464-45a8-4c81-baf6-7610b092a1a2.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Jaclyn Smith scarf-collar sleeveless vest top red 90s","ScaScarf-collar overlay with tie ends. Pullover, sleeveless vest-style top. Lightweight woven, likely polyester; relaxed fit. Gently used.","Jaclyn Smith","Pre-Owned - Good","Red","White","vintage, 90s, scarf collar, sleeveless, red top, coquette, retro, minimalist, streetwear, summer, festival, Y2K","","Tops","14","Active","2025-08-22","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve:
length:
p2p:
tp: 7","","1.24","","","raghouse, clothing, A5, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/63902efa-eac1-4c14-9b9e-702ce5d4b512.png?width=1322&height=1322&fit=bounds&bg-color=fff&canvas=1322,1322","Linda Collection Purple Blouse – Vintage Romantic Style S","Vintage purple Linda Collection blouse with lace collar. Excellent condition. Tagged Small.
","Linda","Pre-Owned - Good","Purple","","vintage romantic blouse, purple lace collar shirt, 90s retro top, made in usa blouse, elegant short sleeve","","Tops","12","Sold","2025-06-07","2026-02-14","","eBay","eBay","og tp: 16, 15","7.8","1.24","3.86","0","A1, 120days+, raghouse, 5profit, cog:1.24, clothing, firstbox, theomarkdown","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/bccbf918-964e-4d6d-8af9-4849312da373.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Impressions of California 90s Rayon Camp Shirt Navy Monogram Pocket Women 12 USA","Relaxed camp-collar short-sleeve button shirt in deep navy with a tonal A-monogram chest crest. Drapey, slinky 100% rayon with that soft 90s handfeel. Made in USA. Minimalist/preppy vibe; easy throw-on with denim or trousers. Condition: Good","Impressions of California","Pre-Owned - Good","Blue","","","","Tops","14","Active","2025-10-01","","","eBay, Mercari, Etsy, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 6","","1.24","","","raghouse, clothing, A9, 80s Blouses, cog:1.79, 90days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/219e7ccc-7664-4ad4-8e14-0b7e0b1290f7.jpeg?width=1280&height=1280&fit=bounds&bg-color=fff&canvas=1280,1280","Alchemy of Secrets Stephanie Garber Hardcover Special Edition Illustrated Dust Jacket","Special edition hardcover of Alchemy of Secrets by Stephanie Garber featuring an illustrated art deco style dust jacket and decorative spine design. Collectible fantasy novel with ornate cover art inspired by mystery and magic themes. Excellent condition; no visible damage noted. See photos for details. Ships securely within 1-2 business days. Offers welcome.","Stephanie Garber","Pre-Owned - Excellent","Green","Gold","fantasy book, hardcover novel, special edition book, collectible book, stephanie garber, illustrated cover, art deco book","","Books","47","Draft","","","","","","","","0","","","","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/6883249a-d831-43a9-bdbb-e94d5f17e0ef.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","BERSHKA M Tropical Embroidered Shirt Cream Palm Tree Resort Boho Y2K","Y2K Bershka shirt with embroidered palm tree and floral details in cream and burgundy.

Relaxed fit in lightweight woven fabric, styled for resort wear and summer outings.

Size: M

Condition: Good; Flaws: Light blue stain under left collar. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Bershka","Pre-Owned - Good","Cream","Red","","","Casual Button-Down Shirts","29.99","Active","2026-01-18","","","eBay, Mercari, Depop, Poshmark","","","","0","","","cog:0, mycloset, clothing","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/94163351-2344-438d-a98f-e4ca62ec3ec0.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Sag Harbor M Vintage Blouse Magenta Embroidered Relaxed","Vintage Sag Harbor button-front blouse with all-over floral embroidery in rich magenta.

Relaxed fit in soft suede-like polyester, classic workwear silhouette with long sleeves and button cuffs.

Size: M

Condition: Good pre-owned; Flaws: no major flaws visible. See photos for details.

Measurements: Chest 20 in / Length 24 in / Sleeve 23 in

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Sag Harbor","Pre-Owned - Good","Purple","","vintage, sag harbor, blouse, embroidered, magenta, workwear, 90s","","Tops","19","Active","2026-03-09","","","eBay, Etsy, Mercari, Depop, Poshmark","","Comps: Sag Harbor embroidered blouses sold $12-16 on Poshmark/eBay. Median $14 used. Suede-like polyester tag confirmed. No flaws visible in photos.","","2.43","","","A20, cog:2.43","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/c1c396de-cc30-476d-81fd-2b080c167a03.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Oraré Hot Pink Polyester Blouse - Relaxed Scoop Neck Dolman Sleeve 80s Minimalist​","Vintage-inspired Oraré blouse with relaxed boxy drape in bold hot pink solid.​

Smooth lightweight woven polyester with dolman short sleeves and scoop neckline for easy, airy wear across seasons.​

Condition: Excellent pre-owned; Flaws: none seen beyond light storage wrinkling; see photos.​

Measurements: See photos for full measurements.​

Open to offers; ships next business day.","Orare","Pre-Owned - Excellent","Pink","","","","Tops","14","Active","2025-10-23","","","eBay, Etsy, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 10","","1.25","","","raghouse, clothing, A6, Secretary Blouses, cog:1.25, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/c7bac9c1-6417-473f-afe6-5f94f71d8659.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Wild Fable Smocked Ruched Crop Top — Yellow Ruffle Babydoll — Size S","Smocked ruched crop top in bright yellow with a ruffled hem and adjustable spaghetti straps. Lightweight linen-blend shell with a smooth polyester lining — soft, breathable drape. Cute cottagecore/coquette vibe — pairs great with high-waist denim or a floaty skirt. Condition: Good.","Wild Fable","Pre-Owned - Good","Yellow","","Wild Fable, smocked crop top, yellow top, ruched, ruffle, babydoll, cottagecore, coquette, adjustable straps, summer top","","Tops","14","Active","2025-09-25","","","eBay, Mercari, Depop, Poshmark","","og tp 2","","1.24","","","A7, raghouse, clothing, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/ed4e34d6-1f0f-442c-bce4-48deb9bd7aca.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Nintendo 64 N64 logo graphic t-shirt white retro gaming tee","Classic N64 logo graphic tee. 100% cotton jersey, crew neck, regular fit. Condition: Good, light wear.","Nintendo","Pre-Owned - Good","White","Green","nintendo 64, n64, retro gaming, video game tee, graphic tee, streetwear, white tee, gamer, y2k style","","T-Shirts","17.99","Sold","2025-08-16","2025-09-16","","Depop","Depop","sleeve:
length:
p2p:
og tp: 6","5","1.24","1.26","0","raghouse, clothing, A5","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/0013f088-8226-41d6-adbb-5b5ce1a59b99.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","J.JILL S Petite Coastal Boho Open Knit Sweater Chartreuse 3/4 Sleeve","Coastal boho J.JILL sweater with open crochet knit in vibrant chartreuse green.

Relaxed fit in lightweight cotton-nylon blend, styled for spring and summer layering.

Size: S Petite

Condition: Excellent; Flaws: None noted. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","J.Jill","Pre-Owned - Excellent","Green","","","","Sweaters","35","Active","2025-12-07","","","eBay, Mercari, Poshmark, Depop","","Cost: $5.14 | Mat: $0.23 | Ship: $0 | Target: $12.5 | Markup: { Etsy: 35% | eBay: 50% | Depop: 85% | Poshmark: 20% | Mercari: 20% }","","5.14","","","raghouse, clothing, A14, jennysweaters","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/e82e400e-453a-47f3-8d3d-6049e077c46d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","L.L.Bean M Red Plaid Flannel Zip Hoodie Relaxed Fit Scotch Tartan Classic","Classic L.L.Bean hooded flannel shirt with full zip closure in red scotch plaid.

Relaxed fit in soft brushed cotton flannel, styled for casual outdoor wear and layering.

Size: M

Condition: Excellent; Flaws: None visible. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","L.L.Bean","Pre-Owned - Excellent","Red","Green","","","Coats, Jackets & Vests","82.99","Sold","2025-11-18","2025-12-31","","eBay","eBay","og tp 27","20","4.52","7.68","0","raghouse, LLBeanColumbiaREI, closet, clothing, A13, A11","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/b1a42ee5-d524-4428-b9d7-f26376e9416d.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Studio Ease 10 Y2K Leopard Print Shirt Olive Brown","Y2K Studio Ease leopard print button-down shirt in olive green with dark brown/black animal print.

Regular fit in jersey knit fabric, styled for fall/spring.

Size: 10

Measurements:
- Pit to pit: 20.5""
- Length: 22""
- Sleeve: 22.5""

Condition: Excellent pre-owned; Flaws: None. See photos for details.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","STUDIO EASE","Pre-Owned - Good","Green","Black","y2k, leopard print, animal print, studio ease, statement piece, bold","","Tops","26","Active","2026-02-18","","","eBay, Etsy, Mercari, Depop, Poshmark","","","","2.43","","","cog:2.43, A19","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/49cc1ed5-e144-4cd3-be29-f0a9ae5f0a66.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","West Ark XL Hunting Bomber Jacket Black Logey Bayou Tree Stands 90s USA","90s West Ark bomber jacket with embroidered Logey Bayou Tree Stands logo in black.

Bomber fit in poly-cotton shell with ribbed knit collar, cuffs and hem, styled for outdoor hunting and casual wear.

Size: XL

Condition: Good; some light wear consistent with age. See photos for details.

Measurements: See photos for full measurements.

OFFERS WELCOME! Ships next business day if ordered by 5pm CT/6pm ET.

15% off bundles of 2+ items.","West Ark","Pre-Owned - Good","Black","","","","Coats, Jackets & Vests","81","Active","2025-12-21","","","eBay, Etsy, Mercari, Poshmark, Depop","","Cost: $3 | Mat: $0.23 | Ship: $0 | Target: $41 | Markup: { Etsy: 35% | eBay: 50% | Depop: 70% | Poshmark: 15% | Mercari: 5% }","","3","","","A16, fleamarket, clothing","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/b09d95a6-6ba1-4372-a038-a694f9060754.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Nicole Miller black tiered babydoll dress XS short sleeve","Chic and comfy black babydoll dress with a soft, stretchy knit and relaxed fit. Two-tier silhouette with crew neckline and short sleeves.

Tagged XS – approx. 17” pit to pit, 33” length.

","Nicole Miller","Pre-Owned - Excellent","Black","","nicolemiller, blackdress, babydolldress, tieredstyle, casualdress","","Dresses","14","Active","2025-07-13","","","eBay, Mercari, Depop, Poshmark","","l: 33in
p2p: 17in
og tp 17, 15","","1","","","raghouse, clothing, A3, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/195a2d4c-fd75-4fb7-9a7f-167c376f9f26.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Lizzo “U R Special” rainbow puff‑print graphic tee white M Unisex","Rainbow puff letters front + “U R SPECIAL” back. 100% cotton crewneck. Light paint‑splatter wash. Gently used with small faint spots shown. See photos for measurements.

Unisex.","Lizzo","Pre-Owned - Good","White","Multicolor","lizzo, ur special, rainbow, puff print, concert tee, tour merch, music, streetwear, graphic tee","","T-Shirts","14","Active","2025-08-10","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 7","","1.24","","","raghouse, clothing, A4, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/c4e7703d-4aa4-443e-bfa8-5a167fc15546.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Celebrity Pink Medium Distressed Denim Shirt Jacket","Soft lightweight denim top with distressed hem and pocket detail. Gently used, no flaws.
","Celebrity Pink","New Without Tags/Box","Blue","","","","Coats, Jackets & Vests","20.99","Sold","2025-05-26","2025-09-20","","Poshmark","Poshmark","og tp 5, 4","7","6.99","2.95","0","A1, goodwill, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/b6f896c7-62c3-45f2-b28e-8714256d29ff.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Unbranded ribbed seamless strappy cami crop top y2k","Ribbed seamless cami with thin crisscross straps and cropped fit. Stretch nylon-blend feels smooth and body-hugging. Excellent used condition.","Unbranded","Pre-Owned - Excellent","Black","","y2k, minimalist, streetwear, layering cami, strappy, crisscross back, ribbed, seamless, crop top, black","","Tops","14","Active","2025-08-22","","","eBay, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 3","","1.24","","","raghouse, clothing, A5, cog:1.24, firstbox, 120days+, 5profit","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2b4f9bdc-8851-4e24-953d-9d2c9495f57e.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Dressbarn Y2K Abstract Collared Blouse Black Beige Long Sleeve Grunge Minimalist","Vintage Y2K Dressbarn blouse with abstract geometric print in black and beige
Relaxed fit collared shirt in smooth lightweight polyester styled for office casual or retro minimalist looks

Condition: Excellent; Flaws: None visible in photos. See photos for details

Measurements: See photos for full measurements

Open to offers! Happy to bundle. Ships next business day","DressBarn","Pre-Owned - Excellent","Black","Beige","","","Tops","14","Active","2025-10-25","","","eBay, Etsy, Mercari, Depop, Poshmark","","sleeve:
length:
p2p:
og tp: 7","","1.25","","","raghouse, clothing, A6, Secretary Blouses, cog:1.25, 90days+","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/7199ebcc-9ba8-4fc3-b0d8-fdbe7324a3a1.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Gildan L Roy Hobbs World Series 27 2015 Graphic Tee White","Sports baseball graphic tee featuring Roy Hobbs World Series 27 in white.​

Regular fit in cotton jersey, styled for casual wear.​

Size: Large

Condition: Excellent; Flaws: See photos for details.​

Measurements: See photos for full measurements.​

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Gildan","Pre-Owned - Excellent","White","Red","","","T-Shirts","27","Active","2026-02-01","","","eBay, Mercari, Depop, Poshmark","","","","2.93","","","cog:2.93, A17, raghouse, Dirty White TV&Movie","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/165f351a-e052-4af6-b1c8-2e28ee50c892.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Roy Hobbs World Series 2010 T-Shirt XL Fort Myers Baseball White Gildan","2010 Roy Hobbs World Series graphic t-shirt. Front features a baseball player graphic with ""Catch 22"" and Fort Myers, Florida text. Back lists all participating teams and divisions for the tournament.

Size: XL (TG)

Condition: Pre-Owned - Good. Shows light wear. No major flaws noted. See photos for details.

Measurements: See photos for measurements.

OFFERS WELCOME! Ships in 1-2 business days.

15% off bundles of 2+ items.","Gidani","Pre-Owned - Good","White","Green","Baseball, Roy Hobbs, Fort Myers, 2010, Florida, Tournament","undefined","T-Shirts","18","Active","2026-02-08","","","eBay, Mercari, Depop, Poshmark","","","","2.93","","","A10, cog:2.93, dirtywhitesportstees, raghouse","1",""
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/2d16281c-cfb5-4202-8f24-c5ff63ee9491.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Fun2Fun Windowpane Grid Button Down Shirt Boxy Collared Top Minimalist 90s","Windowpane grid pattern meets minimalist preppy vibes in this relaxed button‑down shirt. Soft, lightweight woven fabric drapes loosely for a boxy silhouette with a collared neckline, short rolled sleeves and a single chest pocket. Black with ivory windowpane plaid. 

Gently used condition – shows normal wear with no major flaws, ready to wear. 

Measurements: pit to pit 21 in, length 21 in. 

Tagged size S. Made by Fun2Fun.","Fun2Fun","Pre-Owned - Good","Black","White","windowpane plaid, grid pattern, button down shirt, collared top, boxy fit, minimalist, preppy, 90s style, y2k fashion, casual, black and white, short sleeve, chest pocket","","Tops","22.99","Sold","2025-08-04","2025-09-08","","eBay","eBay","sleeve:
length: 21
p2p: 21
og tp: 10","19.54","1.24","5.21","5.02","A4, raghouse, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/3c4a20d6-0ad3-4f1e-9763-d738c1e483df.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","Zenana floral lace bralette L dusty mauve strappy crisscross smocked back","Coquette-style lace bralette in dusty mauve with a deep-V neckline, double spaghetti straps that criss-cross in back, and a comfy smocked panel for stretch. Removable pads; lined cups. Soft nylon/cotton crochet-style lace. Modern Y2K/festival vibe; great layered under sheer tops or cardis. Condition: Good/Gently used—light fuzz and a few tiny pulls","Zenana","Pre-Owned - Good","Purple","","","","Bras & Bra Sets","15.99","Sold","2025-09-26","2026-01-14","","Depop","Depop","og tp 4","2.92","1.24","1.02","0","A8, raghouse, clothing","","1"
"https://images.vendoo.co/images/iGdvg7VlwXfcCLWacExVLUM0rbh2/a3f3d731-7449-4254-987a-62cd19f30df9.jpeg?width=1600&height=1600&fit=bounds&bg-color=fff&canvas=1600,1600","LSU Bayou Bengals Vintage Crewneck Sweatshirt Maroon XL 1860 Collegiate","Collegiate vintage crewneck sweatshirt in maroon with LSU Bayou Bengals 1860 graphic. Classic relaxed fit. Soft fleece-feel fabric. 1990s collegiate style. Football theme, solid pattern. Condition: gently worn, some age-related crackling to front graphic and bottom graphic, hole under left armpit. See photos for details.","LSU","Pre-Owned - Good","","","LSU, Bayou Bengals, Vintage, Sweatshirt, Crewneck, Maroon, XL, Collegiate, 1860, 1990s, Football, Unisex, Men, University, Graphic","","Hoodies & Sweatshirts","56.99","Sold","2025-10-06","2025-11-23","","Etsy","Etsy","sleeve:
length:
p2p:
og tp: 27","27.99","0","2.95","10.68","raghouse, clothing, A9, lucia","","1"
